Category,Model Family,Portfolio,Equity Allocation,Market Condition,Market State,Rebal Type,Rebal Value,TLH Status,Strategy Label,Final NAV,Total Return,CAGR,Volatility (Ann),Sharpe Ratio,Max Drawdown,Return Skewness,Return Kurtosis,Tracking Error (Ann),Information Ratio,Tax Paid,Realized Losses (All),TLH Losses,Rebal Losses,TLH Event Count,Execution Costs,Tax Alpha 2,Loss Carryforward ST,Loss Carryforward LT,Liquidation NAV,Unrealized Gain ST,Unrealized Gain LT,Liquidation Tax,Liquidation Exec Cost
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bear Market,Bear (2007–2008),Calendar,Monthly,Off,Monthly Rebal | No TLH,746374.330000,-0.253626,-0.246877,0.246095,-1.003200,-0.365636,0.113000,3.626700,0.000000,0.000000,-173.100698,7311.040000,0.000000,7311.042481,0,1624.500000,,0.000000,0.000000,746355.790000,-21643.190000,-228088.450000,-876.900000,895.440000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bear Market,Bear (2007–2008),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,744932.840000,-0.255067,-0.248287,0.240400,-1.032800,-0.362234,0.102100,3.836300,0.000000,0.000000,227.793185,1039.660000,0.000000,1039.660770,0,1341.100000,,0.000000,0.000000,745316.450000,-16831.580000,-237317.510000,-1277.790000,894.190000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bear Market,Bear (2007–2008),Calendar,Yearly,Off,Yearly Rebal | No TLH,760346.960000,-0.239653,-0.233216,0.222174,-1.049700,-0.344780,0.076600,3.447200,0.000000,0.000000,89.590408,0.000000,0.000000,0.000000,0,1211.480000,,0.000000,0.000000,760198.270000,-2182.360000,-236425.580000,-763.830000,912.520000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bear Market,Bear (2007–2008),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,751590.080000,-0.248410,-0.241777,0.247360,-0.977400,-0.361168,0.086300,3.811100,0.019215,0.219800,-1050.000000,216351.230000,164919.931943,51431.302135,35,6386.000000,5215.751865,0.000000,0.000000,750689.440000,-6313.100000,-28627.960000,0.000000,900.650000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bear Market,Bear (2007–2008),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,740513.270000,-0.259487,-0.252610,0.240971,-1.048300,-0.359883,0.220100,4.396100,0.021479,-0.242000,-1050.000000,249615.190000,225499.671899,24115.514385,43,6159.210000,-4419.570023,0.000000,0.000000,739625.920000,12462.500000,-25806.570000,0.000000,887.360000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bear Market,Bear (2007–2008),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,769567.640000,-0.230432,-0.224205,0.209535,-1.070000,-0.339035,0.009700,4.457000,0.036443,0.222800,-1050.000000,224744.210000,224744.205942,0.000000,34,4763.210000,9220.673738,0.000000,0.000000,768645.410000,19649.440000,-21880.360000,0.000000,922.220000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,747756.780000,-0.252243,-0.245525,0.251886,-0.974700,-0.363179,0.193100,4.331200,0.000000,0.000000,766.809936,953.320000,0.000000,953.322259,0,1403.540000,,0.000000,0.000000,748675.360000,-9342.520000,-242921.240000,-1816.810000,898.230000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,762576.870000,-0.237423,-0.231037,0.220218,-1.049100,-0.342785,0.077800,3.446400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,762711.770000,0.000000,-236224.570000,-1050.000000,915.090000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bear Market,Bear (2007–2008),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,746507.720000,-0.253492,-0.246747,0.241239,-1.022800,-0.366025,0.175000,3.623800,0.030204,-0.069500,-1050.000000,259131.880000,192194.792488,66937.091248,20,5471.850000,-1249.061660,0.000000,0.000000,745613.170000,34801.080000,-28522.970000,0.000000,894.550000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bear Market,Bear (2007–2008),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,753279.320000,-0.246721,-0.240125,0.216550,-1.108900,-0.351154,-0.001300,3.191200,0.019374,-0.515300,-1050.000000,257002.700000,257002.699396,0.000000,19,4918.090000,-9297.543389,0.000000,0.000000,752376.650000,35684.210000,-21534.100000,0.000000,902.680000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1076509.560000,0.076510,0.098897,0.060419,1.636900,-0.028887,-0.730800,1.807400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1048019.910000,77708.120000,0.000000,27197.840000,1291.810000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1076509.560000,0.076510,0.098897,0.060419,1.636900,-0.028887,-0.730800,1.807400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1048019.910000,77708.120000,0.000000,27197.840000,1291.810000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1076509.560000,0.076510,0.098897,0.060419,1.636900,-0.028887,-0.730800,1.807400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1048019.910000,77708.120000,0.000000,27197.840000,1291.810000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1079208.300000,0.079208,0.102422,0.060422,1.695100,-0.029016,-0.762300,1.890700,0.002329,0.789100,-1050.000000,11969.890000,11969.892302,0.000000,2,1443.830000,2698.734671,0.000000,0.000000,1049003.760000,91572.010000,0.000000,28910.740000,1293.790000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1079208.300000,0.079208,0.102422,0.060422,1.695100,-0.029016,-0.762300,1.890700,0.002329,0.789100,-1050.000000,11969.890000,11969.892302,0.000000,2,1443.830000,2698.734671,0.000000,0.000000,1049003.760000,91572.010000,0.000000,28910.740000,1293.790000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1079208.300000,0.079208,0.102422,0.060422,1.695100,-0.029016,-0.762300,1.890700,0.002329,0.789100,-1050.000000,11969.890000,11969.892302,0.000000,2,1443.830000,2698.734671,0.000000,0.000000,1049003.760000,91572.010000,0.000000,28910.740000,1293.790000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,Off,Monthly Rebal | No TLH,1076646.720000,0.076647,0.099076,0.060777,1.630200,-0.029259,-0.721300,1.825800,0.000000,0.000000,1077.409399,263.820000,0.000000,263.824490,0,1393.950000,,0.000000,0.000000,1048663.640000,76256.610000,0.000000,26689.820000,1293.270000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1076758.660000,0.076759,0.099222,0.060448,1.641500,-0.028991,-0.728400,1.779800,0.000000,0.000000,356.575544,0.000000,0.000000,0.000000,0,1241.830000,,0.000000,0.000000,1048397.730000,77338.280000,0.000000,27068.400000,1292.540000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,Off,Yearly Rebal | No TLH,1076509.560000,0.076510,0.098897,0.060419,1.636900,-0.028887,-0.730800,1.807400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1048019.910000,77708.120000,0.000000,27197.840000,1291.810000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1076646.720000,0.076647,0.099076,0.060777,1.630200,-0.029259,-0.721300,1.825800,0.000000,0.000000,1077.409399,263.820000,0.000000,263.824490,0,1393.950000,0.000000,0.000000,0.000000,1048663.640000,76256.610000,0.000000,26689.820000,1293.270000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1079867.510000,0.079868,0.103283,0.060447,1.708700,-0.029121,-0.761900,1.865800,0.002567,0.924700,-1050.000000,12235.200000,12235.201125,0.000000,5,1492.570000,3108.851129,0.000000,0.000000,1049414.400000,91524.420000,0.000000,29158.530000,1294.580000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1079208.300000,0.079208,0.102422,0.060422,1.695100,-0.029016,-0.762300,1.890700,0.002329,0.789100,-1050.000000,11969.890000,11969.892302,0.000000,2,1443.830000,2698.734671,0.000000,0.000000,1049003.760000,91572.010000,0.000000,28910.740000,1293.790000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1076509.560000,0.076510,0.098897,0.060419,1.636900,-0.028887,-0.730800,1.807400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1048019.910000,77708.120000,0.000000,27197.840000,1291.810000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1076509.560000,0.076510,0.098897,0.060419,1.636900,-0.028887,-0.730800,1.807400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1048019.910000,77708.120000,0.000000,27197.840000,1291.810000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1079208.300000,0.079208,0.102422,0.060422,1.695100,-0.029016,-0.762300,1.890700,0.002329,0.789100,-1050.000000,11969.890000,11969.892302,0.000000,2,1443.830000,2698.734671,0.000000,0.000000,1049003.760000,91572.010000,0.000000,28910.740000,1293.790000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Baseline Market,Baseline (2010–2019),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1079208.300000,0.079208,0.102422,0.060422,1.695100,-0.029016,-0.762300,1.890700,0.002329,0.789100,-1050.000000,11969.890000,11969.892302,0.000000,2,1443.830000,2698.734671,0.000000,0.000000,1049003.760000,91572.010000,0.000000,28910.740000,1293.790000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Calendar,Monthly,Off,Monthly Rebal | No TLH,983949.250000,-0.016051,-0.081442,0.083866,-0.971100,-0.037201,-1.535800,5.155800,0.000000,0.000000,164.800515,30.730000,0.000000,30.727537,0,1238.270000,,0.000000,0.000000,983983.110000,-15118.550000,0.000000,-1214.800000,1180.940000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Calendar,Yearly,Off,Yearly Rebal | No TLH,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,983949.250000,-0.016051,-0.081442,0.083866,-0.971100,-0.037201,-1.535800,5.155800,0.000000,0.000000,164.800515,30.730000,0.000000,30.727537,0,1238.270000,0.000000,0.000000,0.000000,983983.110000,-15118.550000,0.000000,-1214.800000,1180.940000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Bull Market,Bull (2023–2024),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,984062.050000,-0.015938,-0.080889,0.084269,-0.959900,-0.037246,-1.547700,5.207200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,0.000000,0.000000,0.000000,983931.170000,-14739.390000,0.000000,-1050.000000,1180.870000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1120685.720000,0.120686,0.101147,0.100755,1.003900,-0.103302,0.600300,13.960200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1094964.040000,0.000000,121884.280000,24376.860000,1344.820000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1120685.720000,0.120686,0.101147,0.100755,1.003900,-0.103302,0.600300,13.960200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1094964.040000,0.000000,121884.280000,24376.860000,1344.820000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1120685.720000,0.120686,0.101147,0.100755,1.003900,-0.103302,0.600300,13.960200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1094964.040000,0.000000,121884.280000,24376.860000,1344.820000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1122619.310000,0.122619,0.102754,0.100647,1.020900,-0.105153,0.599500,14.440000,0.005353,0.091400,-1050.000000,55017.390000,55017.390134,0.000000,10,2094.020000,1933.588900,0.000000,0.000000,1083320.130000,136154.900000,42525.810000,37953.290000,1345.880000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1122619.310000,0.122619,0.102754,0.100647,1.020900,-0.105153,0.599500,14.440000,0.005353,0.091400,-1050.000000,55017.390000,55017.390134,0.000000,10,2094.020000,1933.588900,0.000000,0.000000,1083320.130000,136154.900000,42525.810000,37953.290000,1345.880000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1122619.310000,0.122619,0.102754,0.100647,1.020900,-0.105153,0.599500,14.440000,0.005353,0.091400,-1050.000000,55017.390000,55017.390134,0.000000,10,2094.020000,1933.588900,0.000000,0.000000,1083320.130000,136154.900000,42525.810000,37953.290000,1345.880000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,Off,Monthly Rebal | No TLH,1114772.460000,0.114772,0.096232,0.100375,0.958700,-0.103400,0.675600,15.239700,0.000000,0.000000,2894.545917,513.690000,0.000000,513.686994,0,1509.960000,,0.000000,0.000000,1090337.650000,7601.290000,102166.790000,23093.810000,1341.000000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,Off,Quarterly Rebal | No TLH,1116963.380000,0.116963,0.098054,0.100493,0.975700,-0.102600,0.671700,15.165200,0.000000,0.000000,2912.605413,127.440000,0.000000,127.436283,0,1400.580000,,0.000000,0.000000,1091586.350000,9614.730000,103340.110000,24033.180000,1343.850000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,Off,Yearly Rebal | No TLH,1120648.790000,0.120649,0.101117,0.099534,1.015900,-0.101449,0.589100,13.971200,0.000000,0.000000,151.395055,2.730000,0.000000,2.731427,0,1227.580000,,0.000000,0.000000,1094609.190000,2504.020000,119091.190000,24694.640000,1344.960000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Calendar,Monthly,On (10%),Monthly Rebal | TLH=10%,1118190.270000,0.118190,0.099073,0.100216,0.988600,-0.103953,0.637800,15.059800,0.003900,0.443400,-885.199485,17335.030000,16809.494973,525.534660,7,1799.160000,3417.818125,0.000000,0.000000,1087363.420000,40584.090000,85012.230000,29486.280000,1340.570000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Calendar,Quarterly,On (10%),Quarterly Rebal | TLH=10%,1117863.610000,0.117864,0.098802,0.099540,0.992600,-0.103288,0.659100,15.486200,0.005306,-0.068900,-1050.000000,19619.360000,19493.327337,126.037191,5,1739.180000,900.227951,0.000000,0.000000,1085931.020000,50224.630000,79673.740000,30592.420000,1340.180000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Calendar,Yearly,On (10%),Yearly Rebal | TLH=10%,1122756.830000,0.122757,0.102868,0.099631,1.032500,-0.103313,0.567600,14.356400,0.005068,0.125100,-1050.000000,54525.250000,54522.518620,2.731427,12,2104.860000,2108.041041,0.000000,0.000000,1083366.470000,135636.460000,42265.190000,38044.310000,1346.050000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,Off,Rel Threshold 25% | No TLH,1121827.620000,0.121828,0.102096,0.100851,1.012300,-0.103302,0.618300,13.927200,0.000000,0.000000,1790.442466,306.900000,0.000000,306.897129,0,1370.420000,,0.000000,0.000000,1094658.880000,12305.450000,107567.490000,25820.400000,1348.340000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,Off,Rel Threshold 50% | No TLH,1120685.720000,0.120686,0.101147,0.100755,1.003900,-0.103302,0.600300,13.960200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1094964.040000,0.000000,121884.280000,24376.860000,1344.820000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.25,On (10%),Rel Threshold 25% | TLH=10%,1097049.210000,0.097049,0.081476,0.097905,0.832200,-0.105153,0.655400,16.264900,0.008578,-2.534300,-1050.000000,60681.660000,55017.390134,5664.266715,10,2558.150000,-24778.411461,0.000000,0.000000,1062367.180000,121063.760000,26839.300000,33395.330000,1286.710000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 5 Years,Past 5Y (2021–2025),Relative Threshold,0.5,On (10%),Rel Threshold 50% | TLH=10%,1122619.310000,0.122619,0.102754,0.100647,1.020900,-0.105153,0.599500,14.440000,0.005353,0.091400,-1050.000000,55017.390000,55017.390134,0.000000,10,2094.020000,1933.588900,0.000000,0.000000,1083320.130000,136154.900000,42525.810000,37953.290000,1345.880000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,Off,Abs Threshold 5% | No TLH,1120685.720000,0.120686,0.101147,0.100755,1.003900,-0.103302,0.600300,13.960200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1094964.040000,0.000000,121884.280000,24376.860000,1344.820000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,Off,Abs Threshold 10% | No TLH,1120685.720000,0.120686,0.101147,0.100755,1.003900,-0.103302,0.600300,13.960200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1094964.040000,0.000000,121884.280000,24376.860000,1344.820000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,Off,Abs Threshold 20% | No TLH,1120685.720000,0.120686,0.101147,0.100755,1.003900,-0.103302,0.600300,13.960200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1198.560000,,0.000000,0.000000,1094964.040000,0.000000,121884.280000,24376.860000,1344.820000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.05,On (10%),Abs Threshold 5% | TLH=10%,1122619.310000,0.122619,0.102754,0.100647,1.020900,-0.105153,0.599500,14.440000,0.005353,0.091400,-1050.000000,55017.390000,55017.390134,0.000000,10,2094.020000,1933.588900,0.000000,0.000000,1083320.130000,136154.900000,42525.810000,37953.290000,1345.880000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.1,On (10%),Abs Threshold 10% | TLH=10%,1122619.310000,0.122619,0.102754,0.100647,1.020900,-0.105153,0.599500,14.440000,0.005353,0.091400,-1050.000000,55017.390000,55017.390134,0.000000,10,2094.020000,1933.588900,0.000000,0.000000,1083320.130000,136154.900000,42525.810000,37953.290000,1345.880000
Balanced,Target Allocation ETF,Target Allocation ETF - 50-50,0.500000,Past 10 Years,Past 10Y (2016–2025),Absolute Threshold,0.2,On (10%),Abs Threshold 20% | TLH=10%,1122619.310000,0.122619,0.102754,0.100647,1.020900,-0.105153,0.599500,14.440000,0.005353,0.091400,-1050.000000,55017.390000,55017.390134,0.000000,10,2094.020000,1933.588900,0.000000,0.000000,1083320.130000,136154.900000,42525.810000,37953.290000,1345.880000
